,0
0,0.49411818644664374
1,0.49411818644664374
2,0.49411818644664374
3,0.3962821139056025
4,0.20531380558409423
5,0.13621047211676943
6,-0.6205037958727128
7,-1.194580649808649
8,-0.5125975458972553
9,0.013490100492002546
10,0.2560074608442813
11,0.008034031729055884
12,-0.09888225354475783
13,0.34596041633950875
14,0.555818488253736
15,0.640541991661081
16,0.5649343098867232
17,0.4704771604235048
18,0.08130712431919301
19,0.4940424945660678
20,0.7646050438846018
21,0.8094181951633342
22,0.8561335208510693
23,0.9994609763178554
24,1.0435395686261129
25,-0.08625685755728177
26,-0.5765610613814556
27,0.45748938366832825
28,0.8787606049798894
29,0.9024156711655079
30,1.04781288228302
31,1.2114534196060378
32,1.3742232530849139
33,1.3875116371583105
34,0.28165294322042284
35,-1.2966393575600739
36,0.34444289220166696
37,0.9988906263096273
38,1.2455809193054954
39,1.3231251289548298
40,1.3639178637864766
41,1.5032051596659157
42,1.6025413719900987
43,1.6352661660290326
44,1.6291233528447535
45,1.6070225777771465
46,1.5087081517232317
47,1.546708309570807
48,1.4405967567006568
49,1.500023417459619
50,1.5526107246409673
51,1.5860357887531245
52,1.5791629497065525
53,1.6577441076245205
54,1.6577441076245205
55,1.6577441076245205
56,1.6577441076245205
57,1.6577441076245205
58,1.6577441076245205
59,1.6577441076245205
60,1.6577441076245205
