,0
0,27.669225082800395
1,27.669225082800395
2,27.70586126135542
3,27.75473324007032
4,27.72767157834622
5,27.711500373656946
6,27.711500373656946
7,27.66679352592566
8,27.66679352592566
9,27.66679352592566
10,27.60730124374363
11,27.6491749378259
12,27.6491749378259
13,27.66968316309295
14,27.66968316309295
15,27.635129955873204
16,27.635129955873204
17,27.635129955873204
18,27.602161216058935
19,27.602161216058935
20,27.79550835480454
21,27.699962599783916
22,27.54075252058924
23,27.54075252058924
24,27.55457233558924
25,27.544342835589244
26,27.562366379559702
27,27.627700936876753
28,27.618479238940793
29,27.618479238940793
30,27.71540674515439
31,27.71540674515439
32,27.699702532651372
33,27.59695588304262
34,27.59695588304262
35,27.59695588304262
36,27.59695588304262
37,27.59695588304262
38,27.73652060050858
39,27.73652060050858
40,27.73652060050858
41,27.780466126831765
42,27.72349701247124
43,27.72349701247124
44,27.72349701247124
45,27.72349701247124
46,27.89854805614056
47,27.854259283448766
48,27.930120701620584
49,28.035691998471886
50,27.99600353856846
51,27.949546095412707
52,27.94857552091812
53,27.899473153440656
54,28.076373600928235
55,28.076373600928235
56,28.076373600928235
57,28.076373600928235
58,27.950911865092312
59,28.008768080872215
60,28.01130164978171
61,28.01130164978171
62,28.01130164978171
63,28.01130164978171
64,28.01130164978171
65,28.01130164978171
66,28.01130164978171
67,28.01130164978171
68,28.01130164978171
69,28.01130164978171
70,28.01130164978171
71,28.01130164978171
72,28.01130164978171
73,28.01130164978171
74,28.01130164978171
75,28.01130164978171
76,28.01130164978171
77,28.01130164978171
78,28.01130164978171
79,28.01130164978171
80,28.01130164978171
81,28.01130164978171
82,28.01130164978171
83,28.01130164978171
84,28.01130164978171
85,28.01130164978171
86,28.01130164978171
87,28.01130164978171
88,28.01130164978171
89,28.01130164978171
90,28.01130164978171
91,28.01130164978171
92,28.01130164978171
93,28.01130164978171
94,28.01130164978171
95,28.01130164978171
96,28.01130164978171
97,28.01130164978171
98,27.673059999999996
99,27.62029
100,27.87006
101,28.026609999999998
102,27.9496
103,27.57289
104,27.893520000000002
105,27.57563
106,28.00031
107,27.969309999999997
108,27.4434
109,27.7061
110,27.699070000000003
111,27.83008
112,27.80315
113,27.45522
114,27.586959999999998
115,27.86255
116,27.53905
117,27.57263
118,28.024240000000002
119,27.681209999999997
120,27.37945
121,27.405959999999997
122,27.56332
123,27.290409999999998
124,27.46487
125,27.761429999999997
126,27.51015
127,27.520979999999998
128,27.87325
129,27.935140000000004
130,27.772909999999996
131,27.39746
132,27.590559999999996
133,27.38607
134,27.574790000000004
135,27.49639
136,28.151229999999998
137,27.71681
138,27.86768
139,28.082279999999997
140,27.417709999999996
141,27.59487
142,27.62325
143,27.570629999999998
144,28.152990000000003
145,27.82113
146,28.05831
147,28.36454
148,28.0766
149,27.82726
150,28.116840000000003
151,27.871240000000004
152,28.4429
153,28.38297
154,28.44763
155,28.395640000000004
156,27.85678
157,28.29709
158,28.16075
159,28.190895423271552
160,28.190895423271552
161,28.190895423271552
162,28.190895423271552
163,28.190895423271552
164,28.190895423271552
165,28.190895423271552
166,28.190895423271552
167,28.190895423271552
