Y,month,decimal_year,t,timer1750,average,interpolated_monthly,trended,Year,time,interpolated
1996,1,1996.042,38.042,246.042,362.07,362.07,361.85,,,
1996,2,1996.125,38.125,246.125,363.24,363.24,362.35,,,
1996,3,1996.208,38.208,246.208,364.17,364.17,362.53,,,
1996,4,1996.292,38.292,246.292,364.57,364.57,361.86,,,
1996,5,1996.375,38.375,246.375,365.13,365.13,362.1,,,
1996,6,1996.458,38.458,246.458,364.92,364.92,362.69,,,
1996,7,1996.542,38.542,246.542,363.55,363.55,362.85,,,
1996,8,1996.625,38.625,246.625,361.38,361.38,362.98,,,
1996,9,1996.708,38.708,246.708,359.54,359.54,362.99,,,
1996,10,1996.792,38.792,246.792,359.58,359.58,362.97,,,
1996,11,1996.875,38.875,246.875,360.89,360.89,363.03,,,
1996,12,1996.958,38.958,246.958,362.24,362.24,363.08,,,
1997,1,1997.042,39.042,247.042,363.09,363.09,362.88,,,
1997,2,1997.125,39.125,247.125,364.03,364.03,363.22,,,
1997,3,1997.208,39.208,247.208,364.51,364.51,362.88,,,
1997,4,1997.292,39.292,247.292,366.35,366.35,363.68,,,
1997,5,1997.375,39.375,247.375,366.64,366.64,363.74,,,
1997,6,1997.458,39.458,247.458,365.59,365.59,363.41,,,
1997,7,1997.542,39.542,247.542,364.31,364.31,363.6,,,
1997,8,1997.625,39.625,247.625,362.25,362.25,363.84,,,
1997,9,1997.708,39.708,247.708,360.29,360.29,363.68,,,
1997,10,1997.792,39.792,247.792,360.82,360.82,364.12,,,
1997,11,1997.875,39.875,247.875,362.49,362.49,364.56,,,
1997,12,1997.958,39.958,247.958,364.38,364.38,365.15,,,
1998,1,1998.042,40.042,248.042,365.27,365.27,365.07,,,
1998,2,1998.125,40.125,248.125,365.98,365.98,365.17,,,
1998,3,1998.208,40.208,248.208,367.24,367.24,365.6,,,
1998,4,1998.292,40.292,248.292,368.66,368.66,366.03,,,
1998,5,1998.375,40.375,248.375,369.42,369.42,366.55,,,
1998,6,1998.458,40.458,248.458,368.99,368.99,366.8,,,
1998,7,1998.542,40.542,248.542,367.82,367.82,367.14,,,
1998,8,1998.625,40.625,248.625,365.95,365.95,367.55,,,
1998,9,1998.708,40.708,248.708,364.02,364.02,367.37,,,
1998,10,1998.792,40.792,248.792,364.4,364.4,367.67,,,
1998,11,1998.875,40.875,248.875,365.52,365.52,367.56,,,
1998,12,1998.958,40.958,248.958,367.13,367.13,367.88,,,
1999,1,1999.042,41.042,249.042,368.18,368.18,367.96,,,
1999,2,1999.125,41.125,249.125,369.07,369.07,368.26,,,
1999,3,1999.208,41.208,249.208,369.68,369.68,368.08,,,
1999,4,1999.292,41.292,249.292,370.99,370.99,368.45,,,
1999,5,1999.375,41.375,249.375,370.96,370.96,368.15,,,
1999,6,1999.458,41.458,249.458,370.3,370.3,368.13,,,
1999,7,1999.542,41.542,249.542,369.45,369.45,368.77,,,
1999,8,1999.625,41.625,249.625,366.9,366.9,368.48,,,
1999,9,1999.708,41.708,249.708,364.81,364.81,368.13,,,
1999,10,1999.792,41.792,249.792,365.37,365.37,368.64,,,
1999,11,1999.875,41.875,249.875,366.72,366.72,368.71,,,
1999,12,1999.958,41.958,249.958,368.1,368.1,368.77,,,
2000,1,2000.042,42.042,250.042,369.29,369.29,369.08,,,
2000,2,2000.125,42.125,250.125,369.54,369.54,368.83,,,
2000,3,2000.208,42.208,250.208,370.6,370.6,369.09,,,
2000,4,2000.292,42.292,250.292,371.82,371.82,369.28,,,
2000,5,2000.375,42.375,250.375,371.58,371.58,368.71,,,
2000,6,2000.458,42.458,250.458,371.7,371.7,369.5,,,
2000,7,2000.542,42.542,250.542,369.86,369.86,369.2,,,
2000,8,2000.625,42.625,250.625,368.13,368.13,369.72,,,
2000,9,2000.708,42.708,250.708,367,367,370.3,,,
2000,10,2000.792,42.792,250.792,367.03,367.03,370.26,,,
2000,11,2000.875,42.875,250.875,368.37,368.37,370.32,,,
2000,12,2000.958,42.958,250.958,369.67,369.67,370.3,,,
2001,1,2001.042,43.042,251.042,370.59,370.59,370.43,,,
2001,2,2001.125,43.125,251.125,371.51,371.51,370.78,,,
2001,3,2001.208,43.208,251.208,372.43,372.43,370.87,,,
2001,4,2001.292,43.292,251.292,373.37,373.37,370.81,,,
2001,5,2001.375,43.375,251.375,373.85,373.85,370.94,,,
2001,6,2001.458,43.458,251.458,373.22,373.22,370.99,,,
2001,7,2001.542,43.542,251.542,371.51,371.51,370.9,,,
2001,8,2001.625,43.625,251.625,369.61,369.61,371.22,,,
2001,9,2001.708,43.708,251.708,368.18,368.18,371.44,,,
2001,10,2001.792,43.792,251.792,368.45,368.45,371.69,,,
2001,11,2001.875,43.875,251.875,369.76,369.76,371.74,,,
2001,12,2001.958,43.958,251.958,371.24,371.24,371.92,,,
2002,1,2002.042,44.042,252.042,372.53,372.53,372.3,,,
2002,2,2002.125,44.125,252.125,373.2,373.2,372.33,,,
2002,3,2002.208,44.208,252.208,374.12,374.12,372.44,,,
2002,4,2002.292,44.292,252.292,375.02,375.02,372.37,,,
2002,5,2002.375,44.375,252.375,375.76,375.76,372.81,,,
2002,6,2002.458,44.458,252.458,375.52,375.52,373.3,,,
2002,7,2002.542,44.542,252.542,374.01,374.01,373.42,,,
2002,8,2002.625,44.625,252.625,371.85,371.85,373.52,,,
2002,9,2002.708,44.708,252.708,370.75,370.75,374.11,,,
2002,10,2002.792,44.792,252.792,370.55,370.55,373.88,,,
2002,11,2002.875,44.875,252.875,372.25,372.25,374.34,,,
2002,12,2002.958,44.958,252.958,373.79,373.79,374.53,,,
2003,1,2003.042,45.042,253.042,374.88,374.88,374.63,,,
2003,2,2003.125,45.125,253.125,375.64,375.64,374.77,,,
2003,3,2003.208,45.208,253.208,376.45,376.45,374.8,,,
2003,4,2003.292,45.292,253.292,377.73,377.73,375.06,,,
2003,5,2003.375,45.375,253.375,378.6,378.6,375.55,,,
2003,6,2003.458,45.458,253.458,378.28,378.28,376.04,,,
2003,7,2003.542,45.542,253.542,376.7,376.7,376.19,,,
2003,8,2003.625,45.625,253.625,374.38,374.38,376.08,,,
2003,9,2003.708,45.708,253.708,373.17,373.17,376.48,,,
2003,10,2003.792,45.792,253.792,373.14,373.14,376.47,,,
2003,11,2003.875,45.875,253.875,374.66,374.66,376.81,,,
2003,12,2003.958,45.958,253.958,375.99,375.99,376.75,,,
2004,1,2004.042,46.042,254.042,377,377,376.78,,,
2004,2,2004.125,46.125,254.125,377.87,377.87,377.02,,,
2004,3,2004.208,46.208,254.208,378.88,378.88,377.23,,,
2004,4,2004.292,46.292,254.292,380.35,380.35,377.62,,,
2004,5,2004.375,46.375,254.375,380.62,380.62,377.48,,,
2004,6,2004.458,46.458,254.458,379.69,379.69,377.39,,,
2004,7,2004.542,46.542,254.542,377.47,377.47,376.94,,,
2004,8,2004.625,46.625,254.625,376.01,376.01,377.74,,,
2004,9,2004.708,46.708,254.708,374.25,374.25,377.62,,,
2004,10,2004.792,46.792,254.792,374.46,374.46,377.82,,,
2004,11,2004.875,46.875,254.875,376.16,376.16,378.31,,,
2004,12,2004.958,46.958,254.958,377.51,377.51,378.31,,,
2005,1,2005.042,47.042,255.042,378.46,378.46,378.21,,,
2005,2,2005.125,47.125,255.125,379.73,379.73,378.93,,,
2005,3,2005.208,47.208,255.208,380.77,380.77,379.27,,,
2005,4,2005.292,47.292,255.292,382.29,382.29,379.65,,,
2005,5,2005.375,47.375,255.375,382.45,382.45,379.31,,,
2005,6,2005.458,47.458,255.458,382.21,382.21,379.88,,,
2005,7,2005.542,47.542,255.542,380.74,380.74,380.18,,,
2005,8,2005.625,47.625,255.625,378.74,378.74,380.42,,,
2005,9,2005.708,47.708,255.708,376.7,376.7,380.01,,,
2005,10,2005.792,47.792,255.792,377,377,380.31,,,
2005,11,2005.875,47.875,255.875,378.35,378.35,380.5,,,
2005,12,2005.958,47.958,255.958,380.11,380.11,380.9,,,
2006,1,2006.042,48.042,256.042,381.38,381.38,381.14,,,
2006,2,2006.125,48.125,256.125,382.19,382.19,381.39,,,
2006,3,2006.208,48.208,256.208,382.67,382.67,381.14,,,
2006,4,2006.292,48.292,256.292,384.61,384.61,381.91,,,
2006,5,2006.375,48.375,256.375,385.03,385.03,381.87,,,
2006,6,2006.458,48.458,256.458,384.05,384.05,381.75,,,
2006,7,2006.542,48.542,256.542,382.46,382.46,381.91,,,
2006,8,2006.625,48.625,256.625,380.41,380.41,382.08,,,
2006,9,2006.708,48.708,256.708,378.85,378.85,382.16,,,
2006,10,2006.792,48.792,256.792,379.13,379.13,382.46,,,
2006,11,2006.875,48.875,256.875,380.15,380.15,382.33,,,
2006,12,2006.958,48.958,256.958,381.82,381.82,382.64,,,
2007,1,2007.042,49.042,257.042,382.89,382.89,382.67,,,
2007,2,2007.125,49.125,257.125,383.9,383.9,383.01,,,
2007,3,2007.208,49.208,257.208,384.58,384.58,382.94,,,
2007,4,2007.292,49.292,257.292,386.5,386.5,383.71,,,
2007,5,2007.375,49.375,257.375,386.56,386.56,383.34,,,
2007,6,2007.458,49.458,257.458,386.1,386.1,383.84,,,
2007,7,2007.542,49.542,257.542,384.5,384.5,384.02,,,
2007,8,2007.625,49.625,257.625,381.99,381.99,383.7,,,
2007,9,2007.708,49.708,257.708,380.96,380.96,384.32,,,
2007,10,2007.792,49.792,257.792,381.12,381.12,384.47,,,
2007,11,2007.875,49.875,257.875,382.45,382.45,384.65,,,
2007,12,2007.958,49.958,257.958,383.95,383.95,384.83,,,
2008,1,2008.042,50.042,258.042,385.52,385.52,385.28,,,
2008,2,2008.125,50.125,258.125,385.82,385.82,384.96,,,
2008,3,2008.208,50.208,258.208,386.03,386.03,384.48,,,
2008,4,2008.292,50.292,258.292,387.21,387.21,384.58,,,
2008,5,2008.375,50.375,258.375,388.54,388.54,385.45,,,
2008,6,2008.458,50.458,258.458,387.76,387.76,385.46,,,
2008,7,2008.542,50.542,258.542,386.36,386.36,385.8,,,
2008,8,2008.625,50.625,258.625,384.09,384.09,385.75,,,
2008,9,2008.708,50.708,258.708,383.18,383.18,386.46,,,
2008,10,2008.792,50.792,258.792,382.99,382.99,386.27,,,
2008,11,2008.875,50.875,258.875,384.19,384.19,386.37,,,
2008,12,2008.958,50.958,258.958,385.56,385.56,386.41,,,
2009,1,2009.042,51.042,259.042,386.94,386.94,386.63,,,
2009,2,2009.125,51.125,259.125,387.48,387.48,386.59,,,
2009,3,2009.208,51.208,259.208,388.82,388.82,387.32,,,
2009,4,2009.292,51.292,259.292,389.55,389.55,386.92,,,
2009,5,2009.375,51.375,259.375,390.14,390.14,387.02,,,
2009,6,2009.458,51.458,259.458,389.48,389.48,387.24,,,
2009,7,2009.542,51.542,259.542,388.03,388.03,387.55,,,
2009,8,2009.625,51.625,259.625,386.11,386.11,387.8,,,
2009,9,2009.708,51.708,259.708,384.74,384.74,388.01,,,
2009,10,2009.792,51.792,259.792,384.43,384.43,387.68,,,
2009,11,2009.875,51.875,259.875,386.02,386.02,388.16,,,
2009,12,2009.958,51.958,259.958,387.42,387.42,388.23,,,
2010,1,2010.042,52.042,260.042,388.71,388.71,388.41,,,
2010,2,2010.125,52.125,260.125,390.2,390.2,389.26,,,
2010,3,2010.208,52.208,260.208,391.17,391.17,389.65,,,
2010,4,2010.292,52.292,260.292,392.46,392.46,389.89,,,
2010,5,2010.375,52.375,260.375,393,393,389.88,,,
2010,6,2010.458,52.458,260.458,392.15,392.15,389.89,,,
2010,7,2010.542,52.542,260.542,390.2,390.2,389.72,,,
2010,8,2010.625,52.625,260.625,388.35,388.35,390.01,,,
2010,9,2010.708,52.708,260.708,386.85,386.85,390.14,,,
2010,10,2010.792,52.792,260.792,387.24,387.24,390.53,,,
2010,11,2010.875,52.875,260.875,388.67,388.67,390.79,,,
2010,12,2010.958,52.958,260.958,389.79,389.79,390.6,,,
2011,1,2011.042,53.042,261.042,391.33,391.33,391.03,,,
2011,2,2011.125,53.125,261.125,391.86,391.86,390.94,,,
2011,3,2011.208,53.208,261.208,392.6,392.6,391.07,,,
2011,4,2011.292,53.292,261.292,393.25,393.25,390.63,,,
2011,5,2011.375,53.375,261.375,394.19,394.19,391.02,,,
2011,6,2011.458,53.458,261.458,393.74,393.74,391.44,,,
2011,7,2011.542,53.542,261.542,392.51,392.51,392.04,,,
2011,8,2011.625,53.625,261.625,390.13,390.13,391.83,,,
2011,9,2011.708,53.708,261.708,389.08,389.08,392.4,,,
2011,10,2011.792,53.792,261.792,389,389,392.33,,,
2011,11,2011.875,53.875,261.875,390.28,390.28,392.44,,,
2011,12,2011.958,53.958,261.958,391.86,391.86,392.66,,,
2012,1,2012.042,54.042,262.042,393.12,393.12,392.89,,,
2012,2,2012.125,54.125,262.125,393.86,393.86,393.04,,,
2012,3,2012.208,54.208,262.208,394.4,394.4,392.8,,,
2012,4,2012.292,54.292,262.292,396.18,396.18,393.43,,,
2012,5,2012.375,54.375,262.375,396.74,396.74,393.54,,,
2012,6,2012.458,54.458,262.458,395.71,395.71,393.45,,,
2012,7,2012.542,54.542,262.542,394.36,394.36,393.92,,,
2012,8,2012.625,54.625,262.625,392.39,392.39,394.17,,,
2012,9,2012.708,54.708,262.708,391.11,391.11,394.54,,,
2012,10,2012.792,54.792,262.792,391.05,391.05,394.41,,,
2012,11,2012.875,54.875,262.875,392.98,392.98,395.02,,,
2012,12,2012.958,54.958,262.958,394.34,394.34,395.04,,,
2013,1,2013.042,55.042,263.042,395.55,395.55,395.4,,,
2013,2,2013.125,55.125,263.125,396.8,396.8,396.01,,,
2013,3,2013.208,55.208,263.208,397.43,397.43,395.84,,,
2013,4,2013.292,55.292,263.292,398.41,398.41,395.53,,,
2013,5,2013.375,55.375,263.375,399.78,399.78,396.4,,,
2013,6,2013.458,55.458,263.458,398.61,398.61,396.28,,,
2013,7,2013.542,55.542,263.542,397.32,397.32,396.92,,,
2013,8,2013.625,55.625,263.625,395.2,395.2,397.08,,,
2013,9,2013.708,55.708,263.708,393.45,393.45,396.99,,,
2013,10,2013.792,55.792,263.792,393.7,393.7,397.04,,,
2013,11,2013.875,55.875,263.875,395.16,395.16,397.15,,,
2013,12,2013.958,55.958,263.958,396.84,396.84,397.59,,,
2014,1,2014.042,56.042,264.042,397.85,397.85,397.55,,,
2014,2,2014.125,56.125,264.125,398.01,398.01,397.21,,,
2014,3,2014.208,56.208,264.208,399.77,399.77,398.24,,,
2014,4,2014.292,56.292,264.292,401.38,401.38,398.49,,,
2014,5,2014.375,56.375,264.375,401.78,401.78,398.37,,,
2014,6,2014.458,56.458,264.458,401.25,401.25,398.93,,,
2014,7,2014.542,56.542,264.542,399.1,399.1,398.67,,,
2014,8,2014.625,56.625,264.625,397.03,397.03,398.92,,,
2014,9,2014.708,56.708,264.708,395.38,395.38,398.97,,,
2014,10,2014.792,56.792,264.792,396.03,396.03,399.43,,,
2014,11,2014.875,56.875,264.875,397.28,397.28,399.36,,,
2014,12,2014.958,56.958,264.958,398.91,398.91,399.64,,,
2015,1,2015.042,57.042,265.042,399.98,399.98,399.73,,,
2015,2,2015.125,57.125,265.125,400.28,400.28,399.52,,,
2015,3,2015.208,57.208,265.208,401.54,401.54,400.03,,,
2015,4,2015.292,57.292,265.292,403.28,403.28,400.38,,,
2015,5,2015.375,57.375,265.375,403.96,403.96,400.51,,,
2015,6,2015.458,57.458,265.458,402.8,402.8,400.48,,,
2015,7,2015.542,57.542,265.542,401.31,401.31,400.93,,,
2015,8,2015.625,57.625,265.625,398.93,398.93,400.85,,,
2015,9,2015.708,57.708,265.708,397.63,397.63,401.26,,,
2015,10,2015.792,57.792,265.792,398.29,398.29,401.69,,,
2015,11,2015.875,57.875,265.875,400.16,400.16,402.11,,,
2015,12,2015.958,57.958,265.958,401.85,401.85,402.51,,,
2016,1,2016.042,58.042,266.042,402.56,402.56,402.27,,,
2016,2,2016.125,58.125,266.125,404.12,404.12,403.3,,,
2016,3,2016.208,58.208,266.208,404.87,404.87,403.39,,,
2016,4,2016.292,58.292,266.292,407.45,407.45,404.62,,,
2016,5,2016.375,58.375,266.375,407.72,407.72,404.26,,,
2016,6,2016.458,58.458,266.458,406.83,406.83,404.49,,,
2016,7,2016.542,58.542,266.542,404.41,404.41,404.05,,,
2016,8,2016.625,58.625,266.625,402.27,402.27,404.19,,,
2016,9,2016.708,58.708,266.708,401.05,401.05,404.65,,,
2016,10,2016.792,58.792,266.792,401.59,401.59,404.99,,,
2016,11,2016.875,58.875,266.875,403.55,403.55,405.54,,,
2016,12,2016.958,58.958,266.958,404.45,404.45,405.12,,,
2017,1,2017.042,59.042,267.042,406.17,406.17,405.88,,,
2017,2,2017.125,59.125,267.125,406.46,406.46,405.64,,,
2017,3,2017.208,59.208,267.208,407.22,407.22,405.74,,,
2017,4,2017.292,59.292,267.292,409.04,409.04,406.21,,,
2017,5,2017.375,59.375,267.375,409.69,409.69,406.23,,,
2017,6,2017.458,59.458,267.458,408.88,408.88,406.54,,,
2017,7,2017.542,59.542,267.542,407.12,407.12,406.77,,,
2017,8,2017.625,59.625,267.625,405.13,405.13,407.04,,,
2017,9,2017.708,59.708,267.708,403.37,403.37,406.97,,,
2017,10,2017.792,59.792,267.792,403.63,403.63,407.03,,,
2017,11,2017.875,59.875,267.875,405.12,405.12,407.1,,,
2017,12,2017.958,59.958,267.958,406.81,406.81,407.48,,,
2018,1,2018.042,60.042,268.042,407.96,407.96,407.67,,,
2018,2,2018.125,60.125,268.125,408.32,408.32,407.5,,,
2018,3,2018.208,60.208,268.208,409.41,409.41,407.93,,,
2018,4,2018.292,60.292,268.292,410.24,410.24,407.41,,,
2018,5,2018.375,60.375,268.375,411.24,411.24,407.78,,,
2018,6,2018.458,60.458,268.458,410.79,410.79,408.45,,,
2018,7,2018.542,60.542,268.542,408.71,408.71,408.35,,,
2018,8,2018.625,60.625,268.625,406.99,406.99,408.9,,,
2018,9,2018.708,60.708,268.708,405.51,405.51,409.11,,,
2018,10,2018.792,60.792,268.792,406,406,409.4,,,
2018,11,2018.875,60.875,268.875,408.02,408.02,410,,,
2018,12,2018.958,60.958,268.958,409.07,409.07,409.75,,,
2019,1,2019.042,61.042,269.042,410.83,410.83,410.53,,,
2019,2,2019.125,61.125,269.125,411.75,411.75,410.93,,,
2019,3,2019.208,61.208,269.208,411.97,411.97,410.49,,,
2019,4,2019.292,61.292,269.292,413.32,413.32,410.48,,,
2019,5,2019.375,61.375,269.375,414.66,414.66,411.2,,,
2019,6,2019.458,61.458,269.458,413.92,413.92,411.57,,,
2019,7,2019.542,61.542,269.542,411.77,411.77,411.42,,,
2019,8,2019.625,61.625,269.625,409.95,409.95,411.86,,,
2019,9,2019.708,61.708,269.708,408.54,408.54,412.14,,,
2019,10,2019.792,61.792,269.792,408.53,408.53,411.93,,,
